ALGERIA                  |ALGERIA                  |742542.6603
UNITED STATES            |SAUDI ARABIA             |1037422.8846
UNITED STATES            |UNITED KINGDOM           |1109706.4545
UNITED STATES            |UNITED STATES            |676698.5344
UNITED STATES            |VIETNAM                  |1482819.4154
VIETNAM                  |ALGERIA                  |1284176.2742
VIETNAM                  |ARGENTINA                |936225.2161
VIETNAM                  |BRAZIL                   |1308159.9432
VIETNAM                  |CANADA                   |1005100.3063
VIETNAM                  |CHINA                    |751344.0819
VIETNAM                  |EGYPT                    |1041373.6731
VIETNAM                  |ETHIOPIA                 |622600.9624
VIETNAM                  |FRANCE                   |603190.0093
VIETNAM                  |GERMANY                  |697887.0520
VIETNAM                  |INDIA                    |862571.7842
VIETNAM                  |INDONESIA                |1070691.2965
VIETNAM                  |IRAN                     |834640.9777
VIETNAM                  |IRAQ                     |805883.6231
VIETNAM                  |JAPAN                    |919419.9145
VIETNAM                  |JORDAN                   |861608.2631
VIETNAM                  |KENYA                    |438975.1431
VIETNAM                  |MOROCCO                  |1058338.7388
VIETNAM                  |MOZAMBIQUE               |935357.1918
VIETNAM                  |PERU                     |362875.9732
VIETNAM                  |ROMANIA                  |828034.3436
VIETNAM                  |RUSSIA                   |833160.2704
VIETNAM                  |SAUDI ARABIA             |459960.8992
VIETNAM                  |UNITED KINGDOM           |1179264.1314
VIETNAM                  |UNITED STATES            |488109.0978
VIETNAM                  |VIETNAM                  |834989.8471
