ALGERIA                  |ALGERIA                  |791155.7043
UNITED STATES            |RUSSIA                   |1145987.5420
UNITED STATES            |SAUDI ARABIA             |702797.9976
UNITED STATES            |UNITED KINGDOM           |1302573.3636
UNITED STATES            |UNITED STATES            |376334.3476
UNITED STATES            |VIETNAM                  |1374548.7076
VIETNAM                  |ALGERIA                  |1290222.7930
VIETNAM                  |ARGENTINA                |645571.4105
VIETNAM                  |BRAZIL                   |1130404.4398
VIETNAM                  |CANADA                   |1319869.2175
VIETNAM                  |CHINA                    |838927.6232
VIETNAM                  |EGYPT                    |1157241.4389
VIETNAM                  |ETHIOPIA                 |1028830.5988
VIETNAM                  |FRANCE                   |530808.4425
VIETNAM                  |GERMANY                  |366764.1630
VIETNAM                  |INDIA                    |611376.0489
VIETNAM                  |INDONESIA                |978979.5124
VIETNAM                  |IRAN                     |988001.4452
VIETNAM                  |IRAQ                     |748351.6637
VIETNAM                  |JAPAN                    |1050052.2322
VIETNAM                  |JORDAN                   |707897.7437
VIETNAM                  |KENYA                    |642820.2309
VIETNAM                  |MOROCCO                  |1371785.7675
VIETNAM                  |MOZAMBIQUE               |904794.2450
VIETNAM                  |PERU                     |273804.1004
VIETNAM                  |ROMANIA                  |985660.3604
VIETNAM                  |RUSSIA                   |1038163.1450
VIETNAM                  |SAUDI ARABIA             |627414.2830
VIETNAM                  |UNITED KINGDOM           |1235074.8904
VIETNAM                  |UNITED STATES            |389242.1134
VIETNAM                  |VIETNAM                  |715789.4269
